result_user_id,result_remap_user_id,sorted_score
A1OF3EV09E19S,30456,2.8590214
A25KALHNOZBVD0,53669,2.858167
A2B0ENX3FOHL33,53340,2.8577106
A3BUDQCUMKCAOP,8542,2.8568187
AGDX2207VERF0,35232,2.8555818
AWLZL2X3TYFGS,40696,2.8548381
A3QUZNQ466I9JE,28320,2.854628
AHO648BYUD2HJ,14630,2.8545275
AJ1V78SIVZ6Z0,46540,2.853659
A00005303588WHRQZ6N4L,46732,2.852806
A2BZN5TE4VD40B,26805,2.8521442
A1PLKO8WLOS5Z3,56044,2.8519845
AXW2U9SI1ICZO,53379,2.8514001
AA0E0HSXS4W3A,16736,2.8478532
A1FVI4IODD67PE,49027,2.8442519
A3G89PFS8UR9A8,8556,2.8421857
A26UVDKISC6JLC,9362,2.8402865
AZ3WBJOSORS1U,28973,2.8384428
A2Y03YKJ9P35XU,40729,2.837205
A1ACZ2P3VSWU1A,39645,2.83671
AKERVTRQWSFOX,35729,2.8341184
A2NUARCBVTLCJQ,4302,2.8316925
A1DLMTK7ZYCDKM,35129,2.8299606
A2TQ9A7T0XE3IG,52565,2.8298473
AQ1JDLC5PYP6X,21522,2.8273253
A343Q2ISK971KJ,51127,2.8262737
A3E1781C24F1TX,50937,2.826058
A3M0W7VFDPD8Q9,15191,2.8253434
A2ZXYJRMB4LRA5,6977,2.825158
A4LWHJMF61X8Y,38044,2.8249629
A383S3S25G7Q86,33608,2.8248038
A3DOMH5D9ZUU31,21777,2.8244538
A24WDCD5XE4LSU,27713,2.8238945
AW035R26X9FKG,30939,2.8211143
A3OQENJ1FOHWCA,32876,2.8210487
A2X57U8OYY4DGN,29362,2.8206549
A3R2T1FJZ2Z8OD,3830,2.820058
AP2ZY5SDDUCXJ,33900,2.8191352
A4OT3TCATE6XV,32007,2.8188486
A1AR8224J94SR0,37211,2.8175194
A15XT258IST4H1,30058,2.8169534
A2A843BZG2PKLR,38507,2.8145216
A9Q3LCJPIPYXJ,26872,2.8103542
AL8Q82CDUNAYF,35374,2.8097632
AHY3LIK8QYUY,48919,2.8092973
A58RAT6H57NPT,58355,2.8088605
A2GS5DNLSN16BZ,55867,2.808316
A1LJ3BCAVCYXV2,6924,2.8069565
A2DYBE8863XIQ3,45536,2.804397
A27BROYD3NZD3Z,21906,2.8025546
A3EMHUR2FDNA69,16704,2.802257
AR01AOQKCABBU,48530,2.8016384
A2Z2NCZ7E6BOPV,18030,2.8016133
A2D2XFF9RR3E9I,17941,2.799632
APBW8F7LETMK,29424,2.7996135
AR1E13N2O94BP,32670,2.7963054
AP72CSZN4IJHS,3846,2.794931
A1GE0Y1S06MDDB,27861,2.7939878
A3SNZ8PDXJ17U2,56304,2.7925115
A3BY2J9ZOG4WHC,22757,2.792483
A3T37VU87VDZK6,47767,2.792409
A25GMZDYEO6JJE,25619,2.792071
A2H5UNU71N50PK,21795,2.7912996
A1HYHLKROFV66I,43364,2.7905967
A2A544CWETNWZL,46792,2.7891643
AHAG4PDV0BJQH,31076,2.7886484
A2D47BDZA605GZ,12828,2.7868319
A12JGY5M0RKKOG,1329,2.7867289
A2096T4ADD3H14,41219,2.7866113
A7Q0KWXRNMCDN,20199,2.786316
A2J7TVUQJUS6CR,11375,2.7862065
A1ZOGSWGGP0IVK,34739,2.7852304
A161YR9JW922C1,3066,2.7847357
A1ZAW13PAFEX35,50382,2.7837439
A3AL09P3KZIF8O,42339,2.7834835
A29ERWBN5S2D9H,44202,2.7832959
A3427QHAOZDA5E,50422,2.7822077
A19V4FVGKVTVOW,58400,2.781883
A1K69403TNJQ39,23597,2.7814693
A25EHK7N90PW8S,56960,2.780373
AB8GF6ITBVO5A,45061,2.7800663
A1DDEQGSWA2XBL,26115,2.7787113
AHCDG0U5G8VGV,33897,2.7781744
A1OFAZEYAOWQGX,18118,2.777933
A36EF525KIW6UA,44710,2.7776668
APBVF4UZCZTMI,4642,2.7776363
AGN2ENEYX3CYM,23772,2.776045
A27AJ698H553FN,9917,2.7759857
A3AINH54HFCHJW,25439,2.7749515
A2M1Y7LR1VIVP0,1416,2.7742872
A1B7PC5PUO5DX0,36260,2.7740235
A3OYAAHMS5FOWO,42582,2.7738547
A1FMLWF6MQSHZT,27495,2.7734601
AR46DB4R5DU7J,45634,2.7720423
A1GRVH24I1863X,53030,2.7707376
AHXIPRRUUFH5G,22601,2.7706237
A1TWDYPVABUCC2,26876,2.7702353
AP3CPM5KGXC98,42350,2.7702177
A24NB4YQUCNRPP,43752,2.769064
A21NUVPOMS1GTG,41914,2.7679045
A14846WNN5BG5O,33990,2.767697
A2T5YLCZBLOI02,39,2.7674048
A1KTSO32EHJK9Y,40714,2.7656558
AHMBH9TURR76Y,10011,2.7652397
A26GQK8EBGCATL,32211,2.7649453
A2CO4AQJ2KXYV,16337,2.7645206
AJG49YFCUANMI,52343,2.764091
A2RG10GW79O5Z2,34677,2.7632756
A160M9DZSM3WUL,15293,2.7632253
A301XS1Z76I9DF,9267,2.7613225
A11MPCLX1GKMOZ,52073,2.7613125
A2SBANXRPIKONH,57554,2.76083
A2F7TTZCBWJ757,30037,2.7606966
AFUDFFWY68OYK,58677,2.7605727
A2XSHL7EVZQQC6,690,2.7604263
A2OAGPCQ39Z08T,14354,2.759805
A1NM47QU0E6WMU,31798,2.7589653
AHDUST9C189E3,12408,2.7585301
A1LNA1F52O1JPB,34848,2.7572598
ARNSIMLKU7PT6,39515,2.7572105
AZSL3Y9D161W8,11675,2.7569103
A3ABN58L4OMIO9,47202,2.7568204
AR60T6GQ6RA2A,23773,2.7567372
A1G815VNYDSQ1O,15961,2.7561371
A2EJDKTJZ0V421,27024,2.7560866
A2PYIFSS01I4HA,46922,2.7560124
A16UH9ACAJEAGB,33893,2.7556827
AZLLXED60ADFQ,52394,2.7553048
A3KGYWB51V8J7S,10713,2.7544858
A11VDZXPVGR8OZ,40281,2.754271
A1FM02E1BA105O,2065,2.7529805
A1JXKGAXNSXBHX,43703,2.75293
A18B6H78TQBG7A,10050,2.7528405
ABRZQIBEZW3A,10548,2.7527397
A7GPF51ECCCZ1,26374,2.7520652
A2U6EHRFSBYMMU,47559,2.7519293
A25LZSM0ED4N6R,6155,2.75179
A2N94XWISRZMQU,11053,2.7514827
A03950922R6OEJTOJ49IY,53659,2.7510746
A1HPDSBWVEFGN3,15455,2.7510486
A244BZJJBQ1Q4C,9790,2.7501242
A26PUGPLH4NTW6,47220,2.7500832
A30IW2A6WRZZV1,1241,2.7497635
A1UHGKKCHOVDY5,42204,2.7492309
A3K9TYNACZIBYG,12793,2.7482586
A1TH0S5Z2J5CJK,38770,2.7464359
A30K75G59ERURW,33108,2.7462716
A3SEI1ZCD0X3F0,13761,2.7460856
A2F3K8B668F51,51302,2.746029
A1DJ8384WWD74U,33803,2.74555
A39MC11MB7Y23Q,8067,2.7444463
A3E0S037O26CZX,50973,2.7442815
A14MBUIFFG8OP6,36104,2.743866
A3GND2886HFA8P,31965,2.7434433
A1URTX250HLGUF,53171,2.7430658
A2VFEG47H4V12B,37753,2.7422605
AJKATQH7VL8SV,37586,2.741452
A30YJJX1TP1FNJ,3258,2.7409332
A1E6GD237UINQF,3687,2.740735
A11WXTUWA1LBHJ,24380,2.7406483
A1DO9TJ9A4TMVC,2342,2.7404
AI8ZHTJ1JX1R3,41604,2.739898
A1QEGC8QATLMBK,58309,2.7395806
A33DUVUIC7G553,41056,2.7391531
A2JES43XIMMOR7,10776,2.7390172
A12JACRIT1ZJ6E,28769,2.738429
A261JYV7TLE33U,22169,2.7380452
AM6JOPFOTKK55,6082,2.7378438
A3LGJJWRFCDQGE,28584,2.7376444
A1OKRVXFE6R3RK,12612,2.737124
AXHP4FZCYCD0N,1273,2.736527
A2NNL9FX5QRCQ9,25022,2.7363436
A1XLC7HPWANTU,16961,2.735979
A12O7N9A4I43U8,12491,2.7356777
AZYW2MO2SK50Q,12818,2.735497
A2WFU100L9JZ91,56360,2.7345123
AY4D5OC0O7PJZ,15879,2.73449
A2PM416HUN0ZOG,48540,2.7342253
A2A3S7T6F1RTMB,10835,2.7328844
AAFFGJ2FI318A,13776,2.732538
A2YOQY6H4OS29T,26763,2.7324686
A87OK7IJONOJU,12376,2.7322023
A2G8NN0UG2741K,50044,2.7321234
A33JZWMGXOLLT2,2436,2.7320821
A3BNE1YMSWVJT2,45741,2.7319663
A2ZNDY1U5LJZQ2,24911,2.7315824
AS6L00DJV7PJL,28467,2.7310684
A1SA3T1YTSH0FQ,3925,2.7305646
A2BZ468Z8THS3M,12710,2.7304056
A1ZZN8LATM55SI,36276,2.7301295
A2H7256Y8E0SQD,37692,2.7295227
A37N0MNOXO5OZT,22399,2.7292628
A1C4LPMM7MH3ES,14299,2.7291062
ABU0M3KGPXD2W,53103,2.7288647
AHTE7ED5J2OQ5,35584,2.7286325
AJ3RVS2V39ZBN,24272,2.7276525
A2NSBLJCGXXNPY,45249,2.7272906
A1PKQMBPIBRIML,14550,2.7256765
A33XBIJCIUGWN0,31442,2.725667
A20CIO0NT1YJET,24448,2.725421
A3UG5ZGO1TFIHU,13310,2.7251968
A6TDMH96CDGNO,36649,2.7250938
A2QWYFO0437VTC,44298,2.7250338
A2AQH0D367EI2D,48593,2.7250023
A13LHDSAMMQ6FG,2064,2.723708
A1UDY01K4TVTZD,23384,2.7235327
A17SUBRHL8BHQI,1363,2.7235157
A3LC1BYG1U68VV,44505,2.7231534
A3CZ6180A7ZSH5,28671,2.7226193
A1RWWM2LWKC2V8,621,2.722136
ADLBBN13D7TR5,29580,2.7220826
ADAV5HT15S3UR,7388,2.7211077
A2MARD9XJB967G,26168,2.720917
A30B2SIO5DLPUM,19417,2.7206876
A2V029XHPC8C8T,37486,2.7206628
A6LHCSDKC0PMG,22023,2.7205381
A2YFFLQRR8ASNR,32996,2.7204168
A3J83M869X3M15,56767,2.7198732
A173DBUQREF47M,37637,2.719703
A3REXGE5BD2CFX,3798,2.7191498
AOKVQOPFMKG5M,11408,2.7191238
AKKZURUCCQGVO,24122,2.7190125
A364WF97SRG2PU,16693,2.7177916
A2W0LYQZ4SQCDY,47431,2.7175312
AD4QAGE8FDHE2,42103,2.717046
A25YVVADJH4KHH,6709,2.716901
AB4A7NRKAX3YJ,48210,2.7166526
A272DUT8M88ZS8,53177,2.7162845
A3E2JRM1QXNPDT,49991,2.7158995
A3N98QA150KNSG,46406,2.71569
A24QYCIF9WQD1E,16085,2.7138562
A1AF60CIMVXJ2T,10317,2.7133694
A2GMRUBGZWZNS2,7289,2.7133036
A1MT7XTFH9NLQQ,21125,2.7129147
A39DEOP143386Y,38417,2.7125247
A3ARVWLRF8WPPZ,52364,2.7125075
AUWSQTAV6Q376,57879,2.7117834
A3ORWMLSWJJAJ0,37261,2.7116969
AQZH88PYTYA5M,13446,2.7109098
A366U8IVKWVBBZ,54689,2.7106829
A2E1PVQMM11M05,7240,2.7105582
A10Q4IM6Z7PI2A,58453,2.71028
A2OTVNBUJDK7H3,21874,2.7096086
A1U1UED1Z6P8Y3,49086,2.7092829
A2YY7YPZIZLH6S,27888,2.7092345
A2O11HUJGFCH15,11376,2.708792
A29Y85LOFTA02O,8787,2.7081892
A1011S6H0H3R18,55934,2.707885
A2E8KWTAQ08BYU,43767,2.7078562
A2TJV19SMLJIW5,10241,2.7078485
A1R9F6XMHGE19I,26055,2.707845
A1CHE5KQT1L1IZ,50599,2.7073286
A2HY3JKAXK7V88,23254,2.7071187
A3NCLRQ27GX21Y,9765,2.7065306
A1LYEF7P5NWBGC,22281,2.7059712
A17VR1RG62YY3E,24834,2.7057447
A3EEP6GCYHY6G3,31763,2.70563
A3GBX31JNIAYVG,43153,2.7052782
A3HQOIZFSXOVVX,40077,2.7050943
A27FA1QJ5M6QQA,13982,2.7050714
A1W27NWSHSIZAH,16405,2.7050104
AYIGP6ZS8WP40,40289,2.7049866
A2HV2GZ3IG5PEX,18928,2.7049484
A1BZJPCZWTG8HR,27251,2.70486
A1R8ZJLQ569BYU,15997,2.7048278
A10XE3DV0EMAT5,20587,2.704269
A2I6F2L1PPRAD9,41263,2.7041955
A3O3K40Y1EVJC7,49335,2.7037735
A2NB296HOFSRAP,41698,2.7034674
AD1Y7CWVBLWIE,14465,2.7033024
A1HNB6H0FG1X6Y,56149,2.7032385
A2353O033ZW9S8,9604,2.7029462
AVDZNRF06VCTK,38267,2.7029104
A2EN5I4Z9RCJTG,24300,2.702654
A1VLWZCEITZMHS,347,2.702042
AOWAPKCZM31JP,22686,2.701842
ABMMA191R9S45,32598,2.7015133
A2C6MCD8DTHR7O,915,2.701488
A3V1I85D3IKWYK,4881,2.7011433
A24Q3H66SCDCFO,48663,2.7006474
AARMMDM7N3J0M,19596,2.7004128
A1ND4YUVWIT0ET,54926,2.7001882
AZUHY41RVQ5JO,2169,2.7000403
A2FSXOJHKST9L1,28921,2.6998863
A2ZM8G2ZPC399P,51716,2.6993809
A1K38UKG3XG689,35310,2.6992915
A2HV28GLCFVBU4,21210,2.6991951
A1VO7R3PKVOT3M,43414,2.6991537
A15RHO8K9O6H0K,27869,2.6989102
A1988VC2UTUL98,42828,2.6989067
A28K2KYW2P9NC6,15748,2.6985033
AOKTBM0R07A46,20810,2.6984794
A2KL5DNHDIKIRY,57827,2.6984072
A1ZUYGE8WYT02U,35863,2.698233
A3GPIAYXJRHMSA,2304,2.6976626
A9C5CXFUZJJ2U,13035,2.6976087
A13KAEES9YUBNI,12829,2.6975303
A18C5SVHMXQRRK,19232,2.6975152
A2IXMWH1LSWXJ6,50796,2.69742
A1PDG03L77OPM5,52660,2.6971114
A15CEPDQQSH5UP,15737,2.6969562
AEI3L4GMWWF36,10139,2.6961467
A28M8B8FKUWXAB,13224,2.6960914
AH31XYG7O0QOH,58375,2.6960433
A3CW6EB90C9M0Z,38799,2.6960373
A30XYS6AQ17DNK,1871,2.6959486
A1ITNKB1245N7G,51651,2.6958475
ANJ9UBZDA8MG4,46439,2.6952195
A1OIQLXALZXYU7,50370,2.694578
AQO2JAPZ9L4YZ,38913,2.694571
A3S2RB0HI5P3TS,14553,2.693678
A1YEERTQ3AFU27,37414,2.6929994
A28XE0PQ78PNGC,58695,2.6929872
A3NHJ5N1KRMTER,23652,2.6921885
AIMYSR4MGIMAE,20530,2.691925
A1G6DY3E3DBJTS,39200,2.691837
A31GKQZBS6LFY0,16783,2.6917593
A3DAZTPTSXETAU,30541,2.6915886
A2W17MWH4NWOWW,7859,2.691163
A2QZ0JVPBGZOY3,17026,2.6907337
A1S02XDITZF054,30303,2.6903172
A36HGVHXDNURCW,8857,2.6902997
AHU87ZMQ3R6T,31451,2.6899648
A19DLYCNNA8A1B,39549,2.6898673
A1J9MQ59XD2L34,22982,2.689267
A5727EXJGCZTL,48935,2.688893
A3ULCZG3UXYM4X,19906,2.6888783
AKOUR0YTC78HX,47441,2.6887417
AEMLS8RK5YI70,41580,2.688545
A31D793BRQ4IB3,51490,2.688316
A27UJPP9SQWGDO,55511,2.6882782
A3SUXPJS619VP8,29892,2.688047
AEW0YHJ57E29R,17438,2.6878252
A38ZC0RF57QARY,56866,2.6877131
A1KPBUF7FY5API,42807,2.687483
A18ZMDEYWN5XCQ,50485,2.687478
A13EI7L9J527JE,13560,2.687167
AKKQQNX6E9KCY,32797,2.6870084
A3H1JXF26TUF9F,8645,2.6862597
A2EFD41UNS5IQD,49657,2.686212
A1XTH97OL0RFEX,2732,2.6861641
A2TRCGWNA5P27X,51171,2.6860569
A2DFG0VTI7VBR6,38257,2.685058
A3QI3HYQVUJYLT,27904,2.684569
A35R1PHHUSDREK,15307,2.6845312
A2SRUW3DRA9GAM,27043,2.684349
A1O62B6PFH4JM,9127,2.6841178
A88G4VNPPDJSS,11930,2.6832514
AEXHZ2F4Y55CC,2761,2.683225
A3OPFU8C37UXD1,36471,2.6829379
A37KN4ZXHCNGLP,42644,2.6827846
A24AEX2I9D4F0N,51359,2.682504
A1AM0HZQC98RUC,34315,2.682171
A3ABL4FWRZ6G1Z,20160,2.6821692
A36H8KC47IWQ0Z,16382,2.6820865
A33N3VISQ6ZKUQ,13144,2.6809816
A2NZSY9DBUGQ6O,41591,2.6809614
A2VTODPW30Z05G,47321,2.68082
A1W56L91AHHUL0,30869,2.6805172
A2A695I1MH837S,48198,2.6802053
A3RPOK29SMOZW,25162,2.6794922
A3SP826SINAING,34090,2.67946
A2P0NW8TZE7GJI,7872,2.6789155
A2PAM94G0E1B5Y,4553,2.678544
ANOYCM5E491U9,49967,2.6783586
A29ZS03WS6NBJF,21589,2.6781518
A15QHJ3VHPB04E,5032,2.6780035
A2BS5QJKKQG5EL,44686,2.6779656
A11IOHYWZOYOL8,719,2.6777468
A3B7SEDH742CCK,47455,2.6777408
A33CHDVFEPC5H6,31748,2.6776383
A1YV8VYSKPGMM9,7787,2.6774225
A39FGE3DEJ8R49,37205,2.677408
A33FSC8DKZVIZO,52163,2.6773715
A33SUWYZEAVHGX,27128,2.6768112
A20CGWEP0ZPWUN,37409,2.676463
A1J38QCL1FP13P,39966,2.6763303
A2DQ7BXJPALEQS,16587,2.676105
AC2GBMA4WLCLH,14769,2.6760454
AVXYYYM4PIZ3E,9037,2.6760197
A2IWEPJG125FOY,57748,2.6760159
A3O7JIUC5BUCY6,56955,2.6756914
A267HXSLUC5FV4,36484,2.675657
A3FNW5U7K04RCD,22385,2.6753864
A3KKC8GP37ZAZG,50641,2.67497
A31Z67PA0OQ8KF,33480,2.6747773
A2EGYAXMN98QRZ,35928,2.6746838
A3PS7XH6HNTFGR,25563,2.6746395
A2OM5R38PL5W2Y,15572,2.6745336
A3JAP2TO1UMRRE,31480,2.6741831
A2PMUL6YWMJKLW,23848,2.6738656
AJ6C7PBX8OON3,58174,2.6737351
ASWN28JGD4X2P,31515,2.6736758
A2YYV1G1M6LZ6M,28438,2.6736073
A3KC04A7UHYMMK,32188,2.6735678
ACXMW9P80ZP4W,1198,2.6731567
A2W3201C97LWQ6,29008,2.6726615
A18V8S4YD3SK36,32970,2.6726096
A2AZBKL6MJ485V,28077,2.6725316
A36F1KP01IBVTO,29240,2.6723678
A2POV9B7EHEPWJ,54866,2.6721952
A3M28KS9YGT5RH,26880,2.67213
A2A558ZKZXFACQ,57996,2.671986
A2T4OL4DO5CF6V,42624,2.6718357
A376PMXB82X9PM,30004,2.6716363
A3814H5A9M6G6S,35790,2.6712928
A19QXN6KN8PHH5,40519,2.6712728
A6IABYOW5PA1J,13675,2.671192
A2ZHI64FN2TRE5,40520,2.6709437
AP43T2ISRWWB5,24971,2.670916
A3U3TM5FIYGP2Z,4736,2.6708045
A1M6B4X0CCMVGK,26886,2.6707761
AQ1F8XW83YMCW,4288,2.6707222
A2NCJZNXHDXYQN,42770,2.6704943
A3HQ0FTR2RJ4SR,9797,2.6704664
AVIKIWMWXLY2H,42611,2.670265
A3EYYFLBNG1XZ8,45568,2.6702075
A16THGKJATDRBW,11633,2.6696677
A3DWH4VRL4UOSQ,52243,2.6694942
A16SUGVHE7YIO8,55840,2.6694303
A8N6HFAQ2TF6Z,16047,2.669418
AGQ241G8EE2AU,6074,2.6692564
A1X2C3XEWP6Q03,21247,2.6677604
A1EIBUK153ZG1R,18966,2.6676617
A22EEGZQ37CX9G,41251,2.6676557
ANI27TDWLI7PJ,36544,2.6676517
A1EODTQRV3P5A4,13620,2.667019
A2IJDDG7Z7CKY6,23854,2.6667325
A2CDV264TNUV4S,29379,2.6666799
AADFPXUG6RPHR,24079,2.6664114
A31GJFSRK9JQ3O,44916,2.6662993
A3H092QTGXFPXJ,16655,2.6662843
A221M7R7VGVQOX,51248,2.6661425
A2SE10UAFZFCZ7,16579,2.6658542
A2P7GVZLQPS0Z6,18338,2.6654797
A3IBSV4DWZ62ST,48510,2.6654694
A2KKOAND2ET317,2473,2.665187
AW0S72ZR4KYP7,55378,2.6651134
AWHDCB57YBM5Y,58754,2.6650233
A2AUHF1AU6UWXE,38011,2.6648145
A1DZAGJ69JLYRR,20222,2.664726
ANSLF71P0XR91,38273,2.6647198
A3COR3K34OASKA,23831,2.6645746
A74GCN7EWXQA9,14571,2.6643994
A8TVQD12C53J4,47005,2.6640787
A3PWDPQ4B1S7G8,33375,2.6640186
A2F70AB8570C3D,16640,2.6639836
A3K4JQJS7PGDFF,29001,2.6638882
A20WF0RPGCBI8X,864,2.6638024
A3PEPNX9YRYJ1U,16999,2.6637084
A3TUUT8VK8M87V,17305,2.6636558
A30L1N5XL04S7Y,57761,2.6630158
A3CAB12J1117S9,38499,2.6626484
A1WXQYKKQ9XI6W,57014,2.6626413
A9GN15L1BU1R8,14313,2.6617925
A1A1CSI36JOHLE,42118,2.661652
A2T6G2BKG4M93K,58210,2.6613264
A196LR26UWY8G,32603,2.6612983
AN0GB7M9CPC14,14364,2.661281
A1TN1Y5DH1I968,48849,2.661199
A3NZM9I4FJ8QGU,30737,2.6611001
A15KU8OOCR6VBC,40437,2.6609666
A3339378XVTJ16,14534,2.6608367
A17AXTL3LH9MSY,830,2.660825
A4SCFOYE6PC33,42182,2.660686
A1RQN2NK36226H,18746,2.660509
A2F4RVK7BZ1UAK,33464,2.6604881
ADX2R9DXFP9BC,58833,2.6604807
A331EC1SCHT9XF,27718,2.660312
ACGM3FWR8985F,50667,2.6602128
A3DL38TPQ99OS9,43912,2.6601636
A1WD7GGBNLVB9T,31529,2.6600718
ASSPBPADX7AOI,32042,2.659723
A1Q31KONDHB55K,11891,2.6594615
A3MZCDITUXSNED,33553,2.6593425
A2W94BGRQOX1JA,32702,2.6591678
A1RNLR92FXI0UB,548,2.6591268
A11W4AJFMTL3GB,53580,2.6590345
ATYG7WRY8F7OF,44282,2.658955
A2SKE41EYOFB6R,53886,2.658929
AJL32W60HD7D5,29695,2.6586447
AC6ZLVD7AHF68,30856,2.6584575
A2UFJX6PDMLTTN,2751,2.658041
A2KUDW4STCRX1E,36340,2.657826
A2GTN653A7BQCT,8154,2.6577547
A3K9EZHMJ4S1QY,2564,2.6577425
A5KIJMGNBALYW,27599,2.6574793
A3EGLYS59X2AFN,31649,2.6573963
A11LC938XF35XN,9706,2.6571617
A29IHJ60NN9XER,18418,2.656126
A2K51IWAS7Y8ZU,23462,2.6560225
A3LN97I57LB1U5,49193,2.6558225
A34H8916VBMKYI,41784,2.6555607
A1MNWGSRGDULYC,16807,2.6550698
A2DGRCYM3JREIC,26785,2.6550431
A21WJJA4O2KHYH,46305,2.6549904
A1GROE0T6D0F9Y,31051,2.6549642
A1YCANVSPR03QA,17616,2.6548975
A1K71OAS4UYQ8I,27717,2.6547196
ASZMNJBMM91MZ,20470,2.654568
ASY8TYBBJX4IR,8967,2.6545467
AACBKM4VVYR5D,40926,2.6543393
A3JTVKBOT9C7Z2,45757,2.6542315
A2XDB216OYVM9E,48421,2.6542125
A3PQMMN6MJBQKE,6468,2.6541595
A140VLZAD3R4FU,20905,2.6539903
A6YKVT7RRC0VA,43081,2.6537917
A30SQRCXGRAWHX,23601,2.6537483
AKAX3LM9M1L63,27185,2.6535306
A22FNVUPKCZ33Q,8987,2.6532648
A1S00JQGU3DCJE,53277,2.6531913
A3T7SZZJYT0BVM,44754,2.652781
A3DX42SOETSYSY,29507,2.6522691
A1BJFEB9NA0Z4H,30855,2.6518674
AK9MG68BW9FL0,6985,2.6517324
AXE88V1J5T3UD,17763,2.65169
A254ABF3W2B4N8,26510,2.6516197
A1QBORME20V81Q,26628,2.6513894
AZBY5WSYQ8M3Y,44587,2.651367
ATIRXUQETSFTO,6486,2.651213
AW1DLNOK8GJK1,4508,2.6511173
AKPYI9F5OMK5R,36998,2.6508534
AE3A45RPNI0YO,51159,2.650652
A1Z1B90CL311FM,56463,2.6506457
A1EXNOPQ6DE02B,8718,2.6506107
A1JCODYMTU72BY,10908,2.650584
A3IF8MA51IPL7W,10657,2.6504722
A2O8PKD36TN10I,50607,2.6502872
A17RAQ92YK7EP6,14223,2.6501887
A3RDH1IVGTH44L,47927,2.6501708
A377V10JTRME4J,49475,2.6501586
A15TB3KA7K464K,14978,2.649998
A3W0POWB3GN648,1117,2.6498482
A1YFMQQLWI33UE,50228,2.6498313
AGKCK5L5G43YB,17704,2.6498046
ALWTQTXJWAIDT,34112,2.6496348
A1N7NHVKSTIIXM,38859,2.6494293
A6UZXOPSWU6B3,6825,2.649203
A8JJ1IU5HZ9JO,24755,2.6487818
A2S9RYOZPSBNI5,20488,2.6486022
A1WA8EO5C9VSIN,45906,2.6485913
A3UF8CXKN0J6DZ,50308,2.6483731
AGIFASDM47BFD,27123,2.6483524
A24B3XJB7BT1VB,50503,2.648325
A1X1QEDJ85VTTM,31343,2.648312
AH8YF74XAUFUL,40493,2.6481342
A14ZUY73VX1UAD,42349,2.647848
