user_item_id,score
7700,2.3780718
7701,2.2357714
7702,2.344594
71000,2.4258068
86220,2.381894
3115,2.3636744
7698,2.1723921
93055,2.3967361
7697,2.187243
91698,2.178661
7695,2.243418
83134,2.264473
67030,2.3659244
7694,2.3023338
7693,2.163286
7855,2.2137442
7691,2.2871552
7689,2.3070104
7690,2.230316
7685,2.2753532
7687,2.234917
7683,2.3578787
7850,2.2599816
78899,2.2997944
91675,2.3110297
39202,2.2797408
7593,2.2958264
7846,2.3206034
7847,2.384026
7681,2.2561214
98943,2.1919935
73074,2.1910455
7679,2.3426669
7677,2.2166495
7678,2.326676
73073,2.3138604
7676,2.391559
51917,2.3036013
3199,2.2814085
91687,2.3300557
91646,2.5107677
91678,2.2538717
91677,2.356446
7833,2.2214575
88197,2.326416
91684,2.280722
91636,2.2887354
91644,2.320086
91649,2.2169528
91654,2.3156946
7674,2.349974
91674,2.2863362
5142,2.3104122
91662,2.3155224
91652,2.3442152
91647,2.315798
91633,2.337418
7576,2.22921
91645,2.3305383
91681,2.3133893
91648,2.3434267
91628,2.3115234
7575,2.3550084
7672,2.3703523
7673,2.1988616
91629,2.2984889
7669,2.2198331
7670,2.3032835
7671,2.3245
91643,2.3309813
7826,2.3601582
7827,2.3490217
82589,2.1835763
7667,2.2535849
7668,2.3675005
91676,2.2633026
91671,2.3336833
7666,2.257355
91630,2.1927447
91670,2.2668424
91638,2.1881673
78710,2.504537
7664,2.395722
77376,2.3977237
7571,2.3616424
7572,2.224883
7662,2.1872852
94354,2.399501
7659,2.3810446
91627,2.4089217
7569,2.263738
7657,2.2996857
7567,2.2479868
7566,2.2842126
7564,2.1955874
7654,2.333091
7655,2.2204397
7561,2.3105412
81918,2.3151853
7562,2.2590528
7651,2.2910526
7652,2.2642598
91637,2.3575933
7649,2.306212
7650,2.3169777
78564,2.247803
7646,2.3457806
7647,2.3897555
7648,2.2949922
7643,2.2990534
7644,2.310335
71374,2.3573205
7637,2.2941642
7638,2.3095727
7639,2.166246
7640,2.4468057
7641,2.3702164
6737,2.3223968
6471,2.2292798
6449,2.3227355
6406,2.3035676
6290,2.3815904
6131,2.3074985
95482,2.3208418
10492,2.3385904
9670,2.3549302
10470,2.2974818
9662,2.3140001
10317,2.3007252
10286,2.2329342
10275,2.2732093
97000,2.324681
10264,2.27067
10201,2.244194
10119,2.2658901
9645,2.2969596
10034,2.2091267
10023,2.2698638
10001,2.2271268
96166,2.271951
2838,2.3173723
13436,2.314129
86032,2.2859316
8734,2.304924
13401,2.334704
13350,2.5140717
13297,2.2098112
13207,2.2011135
14537,2.258524
14381,2.2258031
14503,2.2752507
14376,2.368718
14363,2.189775
14440,2.3239903
14428,2.155548
14424,2.337628
14425,2.3073757
14420,2.2730353
14415,2.311231
14407,2.2173483
14408,2.389355
14405,2.3569524
14395,2.3067725
14393,2.424089
15853,2.20657
15809,2.328647
15802,2.2504542
89638,2.4077573
15564,2.3678858
15490,2.3059058
15344,2.1997473
15107,2.3408012
15084,2.4328673
15079,2.2748363
23505,2.3049273
17764,2.3379216
17606,2.2739182
10336,2.4048107
10376,2.2650921
10377,2.4040449
10335,2.3904774
10372,2.3981352
10368,2.3516762
10366,2.3043563
10334,2.3355176
10356,2.4463334
10342,2.3531663
10340,2.2895026
32930,2.3674514
77211,2.43712
84874,2.4046054
32973,2.3272684
71681,2.3832805
30458,2.37237
26603,2.380347
32963,2.402588
14375,2.4159088
32954,2.2537487
73379,2.2400863
71490,2.3258061
49202,2.3732257
86247,2.3774354
73216,2.3878243
20605,2.2556374
20776,2.3589206
22972,2.3232496
23451,2.318259
23403,2.243634
23393,2.3741083
22954,2.252747
55747,2.3880837
93919,2.4387736
69266,2.251684
30011,2.3198047
30352,2.442437
30805,2.2594836
30789,2.2832756
30733,2.2940257
31630,2.3118186
31610,2.5182505
32767,2.2573266
32712,2.1329696
32624,2.2950342
32565,2.2523744
32546,2.227247
32225,2.3445382
32520,2.367932
34737,2.3126128
34907,2.3812935
38411,2.2977157
25900,2.6095524
40065,2.3366907
41897,2.3318498
41873,2.1958447
41843,2.391913
40054,2.2793016
41763,2.3479598
41728,2.2894752
41736,2.2972023
27283,2.328523
41718,2.3787615
9659,2.3032963
41656,2.3402967
41653,2.2120647
41612,2.332988
41601,2.3062236
41602,2.2763598
41588,2.2188802
41559,2.2561026
80441,2.354528
41556,2.3796737
41410,2.382609
41421,2.3660371
41377,2.3257806
41344,2.2041423
41318,2.2008255
41276,2.3383775
15196,2.2566597
41268,2.3037786
41264,2.3490539
41254,2.3153455
41248,2.3641057
41185,2.3297718
41141,2.193577
40010,2.1891193
41129,2.3224359
41119,2.5127916
41096,2.4237072
41038,2.320256
41043,2.4556181
40995,2.3040023
78989,2.4045343
40985,2.397635
40952,2.3195705
40950,2.365025
40939,2.2661762
26715,2.3958437
40910,2.3154302
39786,2.2580485
40882,2.3893309
40869,2.38493
19385,2.4241605
40772,2.4079738
39988,2.2360938
23025,2.3455396
40763,2.2723117
40748,2.2600105
13625,2.3258877
40732,2.3786008
40580,2.2203164
40566,2.2606063
40555,2.2733672
40522,2.3110108
40505,2.2158082
40511,2.3650665
40512,2.2968392
40479,2.314102
40463,2.2646346
40416,2.235544
40332,2.2620347
40343,2.3110533
40305,2.35931
40281,2.343628
48331,2.1944332
43355,2.2270448
48912,2.2152038
48817,2.1990643
96948,2.348165
48627,2.2041464
48245,2.244563
48581,2.2365463
48302,2.2395427
48509,2.3412504
48487,2.2614527
48399,2.2696276
49943,2.228879
51699,2.2478852
87510,2.2548637
15799,2.1802065
70943,2.3177211
87495,2.2245862
87488,2.1984494
87479,2.2378707
51851,2.2505913
52385,2.261968
50349,2.2170093
87569,2.3053837
52217,2.1769412
52207,2.3250024
51829,2.4236755
52059,2.309257
52036,2.2889507
83166,2.2657487
54326,2.2866175
54304,2.2329676
54271,2.2041855
53234,2.409185
54200,2.4484904
54204,2.462297
54188,2.5188534
54169,2.4773142
54172,2.4097269
54155,2.385032
54129,2.3329885
54140,2.3168287
54073,2.2077448
54032,2.1687095
53969,2.2866468
53968,2.3873703
53964,2.2578123
53965,2.2833698
53966,2.3242078
53954,2.3156743
53942,2.314193
53918,2.3597057
53885,2.3763156
53896,2.3093147
53841,2.3460066
53719,2.3249738
53195,2.2316964
42303,2.2896223
40431,2.3014724
53669,2.382209
53592,2.2770534
53578,2.2797425
53563,2.318154
18074,2.2932413
53545,2.2887366
53472,2.1951504
53469,2.323608
53411,2.2939816
53399,2.3079467
11383,2.3120735
53004,2.2449837
53377,2.2499602
53374,2.2728517
53344,2.3004026
84424,2.3479664
78741,2.3294215
86187,2.260996
86194,2.3705075
86195,2.3177743
56841,2.2670693
57116,2.3019032
57072,2.2768538
57083,2.2837808
57094,2.207272
57047,2.2276425
57050,2.3358707
56875,2.234338
56867,2.2066817
57542,2.3310344
40749,2.2696328
57375,2.3565013
58223,2.3147416
77768,2.2211046
77767,2.339235
69455,2.3335118
77765,2.3674963
77800,2.34351
2396,2.1849658
77791,2.3827882
77792,2.3287442
59091,2.3513386
59215,2.1850016
59226,2.3835804
59237,2.1831858
59321,2.2283285
60790,2.2818143
62484,2.3270066
62495,2.2311885
60918,2.2467797
62380,2.2263296
60035,2.3263993
60036,2.3204625
60029,2.3470926
60030,2.3712757
59998,2.2356129
61148,2.3210433
62303,2.2880125
62304,2.3351634
62301,2.3554502
59973,2.3057497
62299,2.3256958
60899,2.3544097
62287,2.390914
59929,2.277652
60613,2.273158
60622,2.2764385
62258,2.2063468
59885,2.3974125
59894,2.3196502
61141,2.275448
62242,2.372837
62234,2.320797
62225,2.4193838
62221,2.210259
62220,2.3153331
62214,2.4106257
62211,2.3104758
62160,2.3657868
60587,2.2744367
61907,2.302763
61099,2.1668992
61102,2.307779
61863,2.3146472
60568,2.225038
59841,2.3653486
60557,2.3694854
61676,2.334726
61096,2.3187804
59839,2.421932
59826,2.3049104
60860,2.3545449
59804,2.1600633
61061,2.3503666
60853,2.443462
61409,2.32335
61343,2.3683026
62336,2.3337119
64414,2.3240752
64954,2.188964
65187,2.3403952
64906,2.2818978
80768,2.2821798
65010,2.3667817
65950,2.3829064
45372,2.335966
65828,2.1293106
65807,2.3126092
65848,2.509156
66955,2.2858708
66951,2.3466802
66932,2.3145971
66944,2.3197942
66942,2.3365762
66928,2.2577674
66927,2.213788
66922,2.3528569
66924,2.3314786
66979,2.2852085
66981,2.2979715
67067,2.2687836
77565,2.2885377
67061,2.3290482
67019,2.2265503
67059,2.3084614
67056,2.1676383
67017,2.2262878
18768,2.197549
67014,2.1828551
65300,2.3916898
12894,2.3371496
10569,2.362468
4795,2.4180636
87861,2.3800116
67263,2.3218963
67229,2.336042
67355,2.282577
4803,2.368489
67397,2.358137
43520,2.4230912
98117,2.3954184
65905,2.2349365
67616,2.3657708
67521,2.3390172
67599,2.4229457
67590,2.1602004
67583,2.199156
67579,2.317945
67576,2.2336736
67569,2.234736
67557,2.2958884
39308,2.3623254
67548,2.2825613
67536,2.2147372
86950,2.233724
67784,2.4677153
89953,2.2869134
67848,2.36746
67839,2.3440416
95881,2.2907748
99535,2.2364733
33355,2.4682486
33375,2.2794557
33353,2.3783467
33354,2.3213167
33368,2.4364002
33369,2.394033
33357,2.3050058
68373,2.1879437
68481,2.2419093
68553,2.3718183
68506,2.2520404
68502,2.323407
68517,2.25681
68708,2.2255268
68691,2.4318607
67873,2.2256763
68659,2.194659
99094,2.476415
68830,2.342602
68829,2.2892694
68813,2.3394213
68810,2.445991
68931,2.341848
45561,2.4212222
69111,2.3425896
69101,2.3663604
69060,2.3130753
69200,2.2759526
95836,2.3936777
18984,2.398747
18985,2.321447
18979,2.3338966
18980,2.316715
18977,2.3643851
14781,2.3058822
18974,2.3068037
18975,2.1984046
18976,2.270071
18969,2.431149
18965,2.3237062
18966,2.4422705
18932,2.333652
18946,2.3264546
69279,2.3091495
69274,2.330631
52410,2.3354676
69260,2.34079
26292,2.4046774
69356,2.305909
69418,2.3392215
68116,2.2967186
69405,2.3052623
69355,2.290088
69352,2.303742
69374,2.3477724
69353,2.2941482
69434,2.314152
69467,2.2929418
69466,2.3160348
69514,2.370163
22285,2.1840296
69477,2.3266401
69628,2.320138
69623,2.3448064
69607,2.2710445
69596,2.3190114
69597,2.269669
69589,2.3734434
69569,2.371392
69720,2.2841685
69800,2.2977357
69790,2.4349716
69742,2.3572383
69730,2.3631747
69735,2.3831506
69755,2.306922
66837,2.2503355
41894,2.3509672
69915,2.415651
70009,2.207075
70015,2.1603966
70016,2.420482
70017,2.6421897
70018,2.502476
70019,2.282432
70145,2.5090694
70138,2.460641
70131,2.441319
67520,2.398175
70100,2.4796474
84905,2.3478863
70264,2.264755
70257,2.4297543
70237,2.4220376
70236,2.3735158
70387,2.430234
13932,2.4010031
70381,2.400854
70379,2.4096844
70377,2.4463887
70367,2.2235136
76003,2.3712826
76987,2.5660303
76973,2.2633965
76968,2.197555
76958,2.268752
70553,2.3516161
70549,2.3434696
70547,2.3227396
70545,2.2436836
70420,2.1965973
29047,2.2000818
70419,2.2538018
70538,2.2530086
36655,2.2109532
70417,2.2957778
70418,2.281771
22977,2.143106
70416,2.2644897
70503,2.2175338
70504,2.2856522
70408,2.2420776
70492,2.2245345
70488,2.3874683
70480,2.321879
70469,2.3134668
70458,2.2846553
27589,2.1785636
70455,2.3331416
70452,2.375741
10321,2.2568564
53017,2.2446024
70434,2.3786201
70410,2.2801423
19389,2.4560943
8859,2.3240619
8855,2.2054396
70760,2.309367
70735,2.1524549
70980,2.2882988
70981,2.322097
70973,2.4287617
70969,2.3855855
70963,2.3111668
70955,2.3220634
70954,2.2887678
94493,2.248203
70948,2.203192
70946,2.1867766
48665,2.2977498
70933,2.2100282
70921,2.3804727
70842,2.291074
70917,2.28429
70916,2.1907194
70841,2.2253222
70910,2.190999
70902,2.2695699
70890,2.31997
70884,2.1825209
48652,2.3191328
70881,2.332904
70874,2.2524722
70839,2.2027268
70835,2.345019
8673,2.2780638
79914,2.2843404
71048,2.2812693
71042,2.2443206
68395,2.3296533
68401,2.2496252
71106,2.2636962
71107,2.2966158
71108,2.2774603
71109,2.2367165
68148,2.2338448
69190,2.310813
71144,2.2872531
71215,2.3211436
97154,2.2294984
68778,2.208207
13315,2.386023
90740,2.262222
71321,2.3034315
71279,2.2233806
64338,2.376357
64331,2.4156613
32939,2.3552895
78393,2.364112
71693,2.2344513
71688,2.3909717
71685,2.3959832
71465,2.4639275
71682,2.3849864
69798,2.2151978
71680,2.3421605
71481,2.3529203
71478,2.3206697
71479,2.294687
71461,2.3242967
71462,2.224439
71459,2.1966605
71675,2.3014705
71672,2.302908
71662,2.3613987
89899,2.2382379
71476,2.2925396
71651,2.2725317
71648,2.2762182
71649,2.333593
71646,2.3259404
43755,2.311778
58176,2.229435
71639,2.2813358
84554,2.2490451
71626,2.3935292
71474,2.2934957
71610,2.330869
71611,2.3317122
71608,2.210356
71603,2.2437968
71599,2.2136724
71596,2.281652
71594,2.2881079
71456,2.3639193
71592,2.2900338
71579,2.2889643
71561,2.355065
24018,2.3417065
71549,2.377022
70532,2.2343059
68672,2.321951
71533,2.3374836
43913,2.1568654
71526,2.3501735
71523,2.2815073
36223,2.3055024
71508,2.36865
71501,2.2831213
71495,2.34769
32373,2.2911773
71938,2.44955
71939,2.3359706
71940,2.2942226
62193,2.2255003
90087,2.2481155
79387,2.1596797
1547,2.277778
28652,2.2481534
28418,2.2250907
15124,2.253522
28700,2.2671626
23933,2.2829092
76354,2.3178904
28692,2.25295
28687,2.398587
28675,2.2993722
74180,2.1577098
97816,2.3827436
76446,2.3845735
28665,2.203842
76390,2.405745
28657,2.2510748
55940,2.2541327
72102,2.276614
72154,2.4126394
70956,2.2816284
72148,2.2933109
68514,2.2915745
54363,2.3036113
67817,2.251566
40981,2.21829
89636,2.2225084
72201,2.2620873
72145,2.2726932
55901,2.3043747
55902,2.284284
55917,2.2584112
55915,2.280126
55898,2.2308552
72339,2.2831125
26526,2.2812355
26523,2.264496
26504,2.2708707
15941,2.2440348
81225,2.2893589
72827,2.2536676
72823,2.2410188
72818,2.2443967
72819,2.2752895
72816,2.2651246
72809,2.314386
72807,2.3294036
72804,2.1568882
72797,2.2866695
8425,2.3500245
72778,2.296086
16004,2.3005266
72745,2.263356
72740,2.3008504
72710,2.184601
72704,2.140417
72699,2.3351724
72871,2.34181
72966,2.1663096
72924,2.3384004
70283,2.3215659
72879,2.294807
73188,2.3805678
73174,2.2906394
73153,2.2663085
73154,2.3579543
73148,2.3370748
73143,2.2856064
73059,2.3153965
73120,2.2870705
73117,2.2563353
73057,2.327772
73099,2.2684255
73052,2.3293543
73076,2.4116962
73069,2.1793127
73284,2.289832
73310,2.1990669
73299,2.4130275
73294,2.3330958
73454,2.3049948
73444,2.2265267
73514,2.3632646
70734,2.312739
73472,2.3146193
73478,2.2940247
73522,2.1774342
73751,2.3222506
73745,2.2955005
30943,2.2426615
73724,2.32231
73695,2.3575263
73696,2.2264888
26225,2.328672
73629,2.3309302
73601,2.2426941
73848,2.281782
73846,2.3226528
73871,2.3425794
73853,2.3590488
73854,2.2218888
73855,2.3483603
73856,2.3307188
73857,2.3033085
73858,2.1854858
73859,2.3916197
73860,2.203448
73861,2.4611619
73923,2.2527213
73937,2.2434728
73934,2.4049883
51113,2.339013
51084,2.3256662
23311,2.3101149
51099,2.3866107
73815,2.378195
1565,2.4003658
67708,2.4821754
74037,2.1786566
81650,2.4056406
95515,2.3107476
95138,2.4149084
74024,2.4008777
73996,2.3491106
71350,2.2981803
19854,2.365781
13805,2.3525653
13574,2.3801742
13570,2.3804882
13775,2.3412619
13776,2.4474506
13569,2.3190584
13653,2.289183
74411,2.2390563
74399,2.393707
84266,2.3621662
27007,2.362108
26798,2.2744532
26797,2.4081144
18190,2.377635
99451,2.404531
26314,2.3187773
26784,2.2189832
19123,2.2338855
74938,2.185286
26753,2.2436156
26750,2.201046
85781,2.2666664
91057,2.1564834
15648,2.334208
91037,2.2722714
69604,2.336938
91012,2.3506322
86238,2.2683866
91000,2.41657
90996,2.233857
90938,2.219801
90958,2.2921126
55467,2.1394734
76949,2.2873816
90937,2.3055394
90930,2.255997
90945,2.300061
9217,2.2872777
9215,2.1921496
9209,2.3128786
9207,2.2938752
9205,2.373542
14447,2.3183236
9202,2.3575854
9194,2.3166068
9162,2.296326
9187,2.2753334
70271,2.4010603
74705,2.2640514
74668,2.5274568
74727,2.3575888
74732,2.2796185
86989,2.3143663
74813,2.3894355
93099,2.138243
50490,2.3838372
74803,2.364867
74955,2.3744113
23967,2.2999518
74982,2.2730885
75172,2.2871134
75239,2.3379812
75229,2.2436213
76168,2.2626688
42556,2.322884
42553,2.4274023
42547,2.337722
76171,2.4904068
69973,2.386563
42543,2.2060785
88833,2.3096945
20555,2.4713082
69929,2.2777731
42538,2.391327
521,2.4446974
75267,2.2536976
75274,2.2396142
75295,2.2006426
75422,2.2941778
75356,2.3003933
75403,2.4274004
97845,2.2957609
75376,2.3190038
75467,2.274552
75573,2.3532615
85001,2.2574978
75571,2.2973664
75565,2.3164437
75558,2.3373976
75592,2.3014593
75637,2.2028165
75630,2.3379865
75693,2.3581247
75763,2.3572373
53541,2.2686124
76042,2.2566805
76038,2.307865
76014,2.3783
76015,2.3057952
76011,2.2575169
76000,2.304675
75995,2.3356454
67898,2.3011444
75990,2.3286674
75989,2.2495685
75982,2.3805802
17679,2.2712145
75972,2.3350413
57715,2.322909
75961,2.2218246
75953,2.2880316
75944,2.3295875
75935,2.3921363
76150,2.2857358
76135,2.3433964
76204,2.4013572
29599,2.3726878
76198,2.277919
76182,2.3274226
76300,2.381536
76282,2.2013679
76283,2.3620794
76270,2.3362708
43885,2.3719878
76320,2.3421156
76373,2.2540967
79070,2.2112896
76461,2.339882
73956,2.214376
76493,2.2336771
76858,2.2838314
76852,2.2804701
76833,2.2399478
76637,2.1841195
76818,2.3216217
67958,2.218902
36251,2.2427738
25691,2.1641817
76612,2.4168584
76795,2.3302686
76596,2.2642663
76611,2.239131
76772,2.3106878
53953,2.2945247
76761,2.2434037
76759,2.2933278
71692,2.2853277
76747,2.2301893
76608,2.2551055
76609,2.3064826
40847,2.2442935
76739,2.429718
76726,2.1775532
40745,2.2726424
76602,2.346828
53394,2.29956
76701,2.3092258
48238,2.2580798
76698,2.3210206
76620,2.3114278
76692,2.2798836
76685,2.277299
76686,2.2256517
76663,2.585148
76651,2.2873878
76645,2.4651453
77089,2.3514035
77197,2.2474995
19766,2.230784
77316,2.3064578
77311,2.3001869
77297,2.301139
77447,2.2621505
77371,2.2648284
6116,2.3614912
77436,2.2564824
77433,2.3153436
77370,2.2385268
77369,2.268735
64128,2.346995
56073,2.305087
56071,2.2566986
77599,2.2817113
77576,2.3156147
77573,2.259786
68779,2.2123568
77652,2.258979
77721,2.2999432
77836,2.2463145
77837,2.318052
67757,2.3092442
77864,2.3007834
77854,2.2230303
77842,2.258512
77949,2.3722184
77950,2.181033
77947,2.3619974
69282,2.2928512
78051,2.2949712
78044,2.2978375
78043,2.277244
24666,2.1900005
70373,2.3332536
78096,2.3687723
78161,2.3397563
28646,2.3047519
65899,2.335638
97624,2.1824298
97524,2.2749712
97615,2.3280072
97612,2.2455447
97602,2.187498
97603,2.1892164
97588,2.3550017
97585,2.331851
97583,2.2691743
97580,2.450616
97513,2.1558466
85196,2.1738408
97570,2.219802
97523,2.1630836
97566,2.4947584
97560,2.2772484
97557,2.276022
97555,2.1870706
97549,2.272985
97519,2.3409934
97543,2.3313057
97544,2.2547798
97539,2.291446
97540,2.286349
97532,2.5401764
30942,2.2518246
78249,2.3549683
78317,2.2921534
78429,2.3528628
78418,2.386683
32543,2.3084877
78325,2.2672257
78372,2.4717693
15310,2.2038527
78315,2.228363
78359,2.2584429
78351,2.2931242
78346,2.368836
78341,2.354559
67264,2.3710546
71867,2.4246664
78599,2.2381756
73246,2.2194147
67601,2.3910966
50226,2.1877382
78560,2.2210655
78585,2.2096093
74317,2.1946802
78577,2.2523437
78682,2.2141864
78681,2.2600095
78674,2.1854415
72958,2.2684755
7811,2.2656472
78651,2.2220693
78743,2.2011464
78718,2.240399
78845,2.2277005
78908,2.167179
966,2.266005
78951,2.2219043
7171,2.250198
78921,2.2969801
79066,2.2475672
79138,2.2264094
79251,2.2194204
79205,2.2548032
79231,2.3075466
